id_compra,data_compra,cliente_id,idade_cliente,genero_cliente,produto,quantidade,preco_unitario,cidade
c306950c-39e3-46f8-a676-990a439773d0,2025-03-07,96a7ddcd-16a2-4f87-90ec-b13e5391b652,,Masculino,Toalha de Praia,4,172.96,
6cd72e69-7c2c-4fde-8176-18c3d6591688,2023-06-13,bdceff33-ef27-45d5-9546-bcb8d8ac9748,66.0,,Sunga,3,112.52,
06f94f01-9aeb-4ce7-a6dd-7aefc0f2ee5b,2024-08-13,a63c2c13-0799-49b2-88e6-0154229d8f09,,,Rasteirinha,100,107.1,
8cfffc5f-9557-4803-8190-8c7910575bc7,2024-06-13,08994f16-39e4-4446-90ef-98a1331fc5a2,,Masculino,Protetor Solar,100,84.29,
bf6be713-6776-4917-a493-ebf8f2377e0c,2023-11-05,f8f8e4fb-ad00-44ff-9ded-4ca162ef44bb,18.0,Feminino,Biquíni,4,180.35,
fe569d84-1c54-491a-87fe-3d51c17b919d,2024-10-16,a3ea9db8-9357-4a7b-a3a1-324205177116,52.0,,Canga,5,79.89,
f4cf7d73-860d-4220-a5c7-bb70b988f915,2025-02-02,759c2ab3-ae63-4866-8826-ca5ff0488a94,66.0,Feminino,Protetor Solar,3,182.51,
3c4a99fc-dac9-417d-9fa7-e02d32fba5d5,2023-08-28,42aaff16-95b7-43d9-a6f5-310ed941bc06,22.0,Outro,Óculos de Sol,5,135.05,
6808fa47-5a5b-41fb-9b89-29ed4af067a9,2024-04-18,4bd0459e-ef57-4249-aebb-051039b6c72e,,Outro,Sunga,1,70.56,
f9469c82-27e1-4a52-895d-ff71e4bb3014,2023-11-26,79e6dd13-0f33-4264-a15a-3bccc1256195,24.0,Masculino,Canga,2,189.5,Port Kyleside
eb19e44c-1878-47b4-bc45-d696a49c6c00,2024-05-24,f8bc4d74-c11a-4903-8a20-abeb05c874be,54.0,Outro,Canga,100,90.95,
3fd83479-44f7-4169-8d77-dd19f00ec16f,2025-03-25,083dd3e8-1321-4c27-902a-f10092abe9dd,33.0,,Rasteirinha,4,137.87,
dcc5d883-68d2-4eed-962b-4e1b471f450a,2024-04-02,01a337ec-e162-454d-a563-1d1d178023dc,,Feminino,Chapéu,2,172.34,Ramosfurt
1987311f-daef-406b-a1fa-ab967b5a35fd,2025-01-26,5ee86216-ab8f-4c10-bc0b-ccb76d305ad2,,Masculino,Biquíni,5,107.28,Kennethchester
fbeb28d9-75da-4070-93b4-953a332c3aa3,2024-07-12,93de5cc1-4bdc-4a06-afe6-afc89cf8d33c,,Masculino,Óculos de Sol,4,91.29,
6fb0fc25-93c7-4120-916b-64d6f6adff55,2023-09-17,d2d95c7d-a006-47a7-be5b-a10aea96234c,,Feminino,Protetor Solar,4,140.04,Port Graceton
8d4a7409-5b9d-4d66-ae5c-e9d1682e3544,2025-01-09,b36f678e-b147-4314-9eca-bf6ca8d9925c,24.0,Feminino,Sunga,1,74.38,
f75c16f4-c256-4b26-b10f-8a77b29d06f1,2024-03-04,fdad81d1-2347-452a-91a5-48fa12550c81,,Masculino,Rasteirinha,1,99.15,Robertston
234fe739-d18f-4940-8e91-ff78736714d0,2024-11-23,31b8b744-9298-40a0-bdbd-5b11a6bcda5d,,,Biquíni,4,42.91,
78b27df3-59da-4b25-a67c-2d58c25b6b34,2025-01-02,74e956f8-d057-4267-a888-6d34e1c090c1,17.0,Feminino,Chapéu,4,111.19,
1c66e015-5649-428b-a225-ece28694727c,2024-07-28,a7166785-b88b-4df2-aa9a-32206ad7a61c,,Feminino,Protetor Solar,2,34.0,
dbf5fb85-17ee-49cf-a59a-13a3790123fb,2023-11-20,924303b6-2567-4e8b-8d03-4ff23d74792b,43.0,Masculino,Protetor Solar,100,16.81,
5ab8bc1a-f5c9-4e9e-93f4-b7c701b48fca,2025-01-03,ba18e135-9f44-4a8e-98da-7a4c7b8c619b,62.0,Feminino,Biquíni,5,193.51,
ce03432c-e2d4-4223-9f3f-29c774a7abf4,2024-06-17,a357ca3b-a457-49c8-a5ed-c9241e8bc993,22.0,Feminino,Protetor Solar,4,199.76,
3dc6c48d-d5dd-4b54-8be3-2d5cd9a12020,2023-09-18,74272c1a-adde-46ca-aa18-3a1b65c83e42,59.0,Feminino,Rasteirinha,4,190.6,Penningtonberg
afdbcfb1-11d2-42c6-b929-1c3ab04d3cab,2023-10-25,345990dd-cc47-4d22-8a7a-c32f5fe15727,,Masculino,Biquíni,1,149.31,
b0103798-7686-4aa4-8ab4-f7ce27519835,2024-12-27,3ae6fdf9-a714-4adc-be46-4cfcfcc5b084,,,Sunga,2,24.12,
1eafbcc1-5064-4e23-89f1-85896e7b63ea,2024-08-27,e3c43fb8-a6ff-45b0-9d12-463a161df5c2,,Masculino,Canga,3,116.07,
be204e7f-557c-4fee-83a8-7ba06c85f0b0,2023-11-17,c21935a1-6d8d-432e-8ed2-baf2604bb475,29.0,Outro,Protetor Solar,5,187.91,North Aaron
d2f70f01-a9e0-4b87-a281-963ed67c8f91,2024-12-01,a6378cf8-f7b2-4621-af00-66424790aaa6,,Feminino,Rasteirinha,5,103.83,
0711b45d-d3fb-42c9-a94a-a7f667a96781,2024-08-03,85adc25d-73ac-47c8-9b2a-4fa0e020e753,51.0,Outro,Canga,2,89.58,Ryanchester
85812b51-5cfa-4537-829b-a56653709ac7,2023-09-06,0817b102-b4be-43d5-b733-321b450b72a1,65.0,Outro,Toalha de Praia,3,72.44,Michaelburgh
b839eb9b-b0ab-42fc-bd58-6fbb6c416547,2023-08-04,927a6cb1-5629-4cb4-a814-9c210d77bbb2,55.0,Masculino,Sunga,4,188.08,Kingville
307f38b4-2529-4c35-bbf2-2c39460ae8fe,2024-07-06,7d9f0fd1-2b97-48d7-ad8f-6bcfd96e777f,,Outro,Biquíni,5,79.86,
4e15d1c9-5738-4e63-a992-5c4e0fe42a5f,2024-09-23,ceae034b-900c-4ab1-8c28-cec12646e571,,Masculino,Rasteirinha,5,19.73,Blakeburgh
d1e88985-39bd-4ba6-8817-51cf24553604,2024-03-19,2f5beaf4-9676-4bdc-a638-b1bb2e142506,,,Biquíni,100,140.37,
da3e8d63-3278-42d1-9e5b-c74958809799,2024-11-23,2378e5ed-765f-4fce-b815-138e44969497,69.0,,Sunga,100,115.44,
595e5213-8a22-4397-877c-c6c299913aa0,2024-03-28,27dc977c-e3d7-445a-8f17-22f37031a6f8,57.0,Feminino,Toalha de Praia,4,135.34,
4763b763-b8dd-428f-b252-7bf14f19d582,2023-08-12,aa8095ee-9687-45f2-ad20-694150986260,,Feminino,Toalha de Praia,4,74.21,
4d25cb08-f307-4a54-8873-018836ebcadb,2024-10-05,1f2e1ccb-9f94-4dd8-a7e5-18d1c4dbaa3f,69.0,Feminino,Biquíni,100,16.95,New Christopherburgh
0e0bf3a4-b61a-4ca2-84ac-15b39cc1edb0,2024-05-06,48832218-9230-419d-9450-093184771077,,Outro,Chapéu,1,15.28,Montgomerymouth
bd4104f1-0d09-47fa-b710-512e08de3c61,2023-09-21,884f1d37-689e-48ce-a091-f9bc805fb6e4,,Masculino,Sunga,1,182.33,Lake Robert
af7ad160-dbca-4a9a-b2ec-00785e233e99,2024-09-09,661b0705-bf5d-4f0e-8748-42d2f9747e88,,,Rasteirinha,4,117.87,West Susanchester
cb69cf9a-1406-414f-97b9-eee1d057eea6,2024-09-02,d5a00820-0668-4702-a3b5-d4b7d225f299,59.0,Outro,Chapéu,3,140.88,
24aa0a01-f0e6-4182-b7aa-040d27e73830,2025-02-10,f2d44701-f30b-4eb1-89ec-e66df8cdb8ea,,Masculino,Toalha de Praia,4,92.79,
4f53e96e-d56f-4c01-adc8-2e8458e4f91e,2024-11-19,d940a259-4f7c-4ba9-a1bb-828fb9ce233c,25.0,,Biquíni,2,124.99,
a32e864b-fe72-4c18-b744-e5923efd8160,2023-10-03,042f9d8d-6fe9-4d65-b57c-fc6bf2f84027,51.0,Outro,Óculos de Sol,4,163.69,Edwardton
93a52626-6cf9-4adf-a07f-9fa65fdac170,2024-07-06,358fd33f-9624-4d24-864b-55036edcc0b4,,Outro,Biquíni,100,63.1,Hannahberg
8507dc58-54e2-4874-860a-cf5c584257f0,2024-08-02,95637d45-220d-4e05-bb8e-fa17e23e55e3,,Outro,Biquíni,4,107.42,
e5d992b8-4cb4-428f-a202-66f66abaef35,2024-09-02,16750183-95a5-47f4-8721-9d435d6e93dd,,Masculino,Canga,100,29.69,
4999d18b-ec68-46bd-b83c-07b2453707d4,2024-07-22,6bbf3ed7-b397-4a05-98cb-6bdcc1f53ab4,,Outro,Chapéu,3,54.25,Trevinostad
32a0271e-c2be-4c71-848f-9d35c6e4699e,2023-08-23,fea82cd1-0e53-4ff7-8104-2b8154745bed,23.0,Outro,Chapéu,1,113.31,South Lesliestad
1825bfa0-658c-478d-b05f-c87c313e690e,2024-09-28,103cdc8a-0c93-40fd-8828-cdb060d8ba19,29.0,Feminino,Protetor Solar,2,157.81,
586b62f8-b2aa-4e6b-ab0b-d7e942a5afc6,2023-09-13,bc848e9a-8baf-41be-80da-2a55a4afd7bf,,Feminino,Rasteirinha,1,116.39,Susanland
07cb0156-fc8b-41d6-be1c-0e3e3fec6855,2023-11-26,0888fe8a-1c37-4475-8205-6484682c54d7,55.0,Outro,Toalha de Praia,3,93.95,Jeremiahside
34afeceb-a233-4c0a-854e-19a6ca999885,2024-01-13,e43b7ba5-2477-45ba-9b2c-9a3bab05cce0,36.0,,Protetor Solar,4,50.86,Mitchellport
ca97400f-bf95-4db1-9fee-cb28637328d2,2024-06-18,bfc8057d-85a9-4f4e-9e10-904c5ac8f7be,31.0,,Canga,2,86.06,Harrisontown
e9a56bdd-7a8d-4dcf-9ccb-18287ab788f5,2023-07-21,a11bba48-6472-46bb-837c-c907bdc03d6a,60.0,Outro,Canga,2,132.29,
8a0e8155-d1cf-4566-a3bc-ba9b0a5690e2,2025-03-22,2543d064-8749-4bc3-8c4c-25e5d99396b8,33.0,Feminino,Rasteirinha,1,86.9,
b8bb2ddb-2ff8-4b48-8116-3ed94389817b,2024-07-18,f82ae37b-6781-436c-855e-84e26ff2894b,,Masculino,Chapéu,100,76.14,Shawnside
73e21abf-9f11-4c6a-a65a-7b49fd3372cc,2023-12-10,17cefb9a-6041-4576-912d-ad3aeb72d9f6,68.0,Masculino,Sunga,2,188.16,
c9c4aba6-2b4b-4963-b3d9-8e3c0b557590,2025-03-16,271298fc-e946-4a6b-a0aa-5f6a3b2636af,,Masculino,Toalha de Praia,3,58.28,West Adam
ff02e5a0-ed07-4c44-b3ac-9204c4aa61bf,2024-06-13,d1a76027-805e-4185-b350-4e903ff9728d,,Outro,Protetor Solar,2,166.19,
76d8d313-ccff-48e3-8f5e-bb27af33e4c8,2024-04-07,7f775550-4ced-4fd0-9ed2-e45841dc11db,,Masculino,Canga,3,96.9,
86119238-5a81-4f35-b207-6f8ff352042c,2023-07-08,a4514ecb-c959-4ffd-94a6-64d76bc64c71,,Feminino,Toalha de Praia,2,152.59,
7458e1e8-1f53-4b5a-8411-7bd0b7efcb25,2024-05-11,ecad9f92-1572-4190-943d-4ea4dc54c7e7,56.0,Outro,Rasteirinha,2,90.56,West Elizabeth
5920fd75-8a77-488c-b067-4baedde76934,2024-03-26,9b18786c-051e-420b-aecc-b2bc556b36d8,44.0,Masculino,Chapéu,3,57.34,
4506424f-74bd-47e6-abb1-dc1e1a01b70b,2024-04-21,f4979778-a6de-4cc8-a072-34bd38823c0c,,Feminino,Biquíni,2,191.24,Heathershire
845b0a38-8c25-43e0-bd38-6f4ae22a02dc,2024-08-12,5f2807d8-600d-4ee7-9d53-b72569c3eafb,,Masculino,Chapéu,3,121.77,Kylechester
e950fe9f-7fff-4419-967c-11bb5333bc92,2024-03-21,418efbb1-0a0b-4932-9b23-b8b1b188aaa6,16.0,,Biquíni,100,174.21,West Donnaburgh
f8a357eb-4771-492b-b6ce-362210229ace,2023-12-14,e53fe5a9-2fd7-4bf6-8efe-c8e3c1bfe1d5,,,Rasteirinha,4,43.9,Adamchester
b6a3046a-4c2c-4569-8be4-520016b5c0cc,2024-05-18,3c29999f-6b26-4eab-a787-ca07ddd2b369,,Feminino,Óculos de Sol,1,175.08,
1ad50566-9457-486a-af19-5f421c27d799,2024-10-15,0598ca2c-834f-448b-b009-0b475aa784e4,24.0,Feminino,Canga,1,143.09,North Edward
3ba940e5-3d30-4d97-a74b-783bf9a2f65d,2023-05-09,0caa394a-65db-46ad-bdab-3b82315bca7d,,,Biquíni,5,185.18,New Daniel
e2d57661-0f87-4155-9182-e47dabacc59c,2023-10-03,601fa0e8-1afd-4424-9da1-ae8e8cb1b302,16.0,Feminino,Protetor Solar,3,46.5,Port Ralph
466a9a5a-198c-473d-9c46-0b0885407ede,2025-04-18,f3b66758-b186-4900-802b-5dc0b2d4e6e6,,Outro,Óculos de Sol,100,36.17,West Williambury
026120b8-f010-4e8c-ad9b-d0d6bc5aeadd,2023-08-06,8d11c03b-2b88-471f-a601-d53559c396b1,23.0,Outro,Óculos de Sol,5,186.1,
497d5950-9f15-48ca-9446-ac06a2444d85,2023-05-10,dcae709a-f5aa-414b-a17a-3e88b656b289,39.0,,Sunga,5,78.81,
8c87bd64-d983-433a-8083-f60e090203b3,2024-08-13,428278c9-b9be-4f05-a8f4-ad2f34ed21b3,,Outro,Chapéu,3,48.54,
b8cf09f4-f097-47ef-9e23-5cbd67da26cd,2024-05-09,7306f63b-9602-453c-a8ba-7e5fc332fc3f,66.0,Feminino,Chapéu,5,104.71,
a2a58618-6206-4610-bb51-f2caa8be7c0d,2024-11-26,fa425ee5-6dbe-419d-beb2-3d375daa8703,32.0,Feminino,Protetor Solar,4,53.25,Gloriachester
3a4767f7-c711-4afe-aa7f-704dd65ad203,2025-03-01,979c7642-8672-40e1-9897-6b4d693709c0,,Outro,Toalha de Praia,1,178.92,
9669562d-16c5-4020-b359-03d993c10fea,2025-01-11,59db2489-b7e2-4a42-b690-59034fa7ca0b,50.0,,Protetor Solar,4,107.27,Burtonberg
0dce5a72-d9d0-41b9-8b0d-fd5ce4a41540,2025-04-14,26f1708a-5e46-486a-b70e-6fac8f3177d5,50.0,,Toalha de Praia,2,68.34,
faff0520-e97e-4b28-b50b-18e1f797acda,2024-02-18,c63b3cab-5b92-462d-8779-ea23c1b1fbfb,,Feminino,Protetor Solar,1,72.95,South Samantha
9935a81e-b300-4c17-b802-ae1f8e34cc1a,2024-05-01,d76d366d-b482-4683-869d-9a1d50f7f826,,,Sunga,3,74.78,Port Jennifermouth
18d23feb-51f8-424b-9ed6-a56014dd9acf,2024-05-08,7595bb6b-9b99-4002-acda-9560045db083,57.0,,Protetor Solar,1,45.45,Lake Edwardmouth
7b9a48d3-43c5-4af5-8d99-86e78b8c4205,2023-12-31,97707986-61e3-49f9-a71a-8b17406cadb0,54.0,,Sunga,3,126.05,
bdaeba91-ac87-4360-92f0-d59403d32f25,2024-04-05,d8dccdcb-b273-460b-a85c-8b218b676ded,,Feminino,Rasteirinha,2,16.6,
56dbaa9b-1bc4-46a0-ac69-dd490e55fb0b,2024-12-26,e852e244-8f78-4783-b9b8-38a62dd799c9,,Masculino,Chapéu,1,183.03,
c9622dfc-3e8c-45bc-af9a-2e74bd72d5b7,2024-01-06,8f4ccc91-c79a-49eb-a0fa-d615c9d8b917,22.0,Masculino,Óculos de Sol,100,15.72,South Patriciatown
009b8153-1956-4907-a263-a470b1863cc8,2023-10-19,3f40c56d-27a9-4685-b4a5-469324b38178,24.0,,Biquíni,3,102.55,
0bb4511b-95bf-4b1a-b7b1-2c04e81dbb64,2023-12-06,5e5e2e25-59f2-4f9c-98f0-1851a452c770,23.0,Masculino,Canga,100,154.04,Serranoburgh
29efcc80-607e-4d47-8c1a-377bca09becf,2024-02-07,043717f3-28c1-414b-a5a9-ce318e0b55a9,27.0,,Rasteirinha,2,19.89,Ramireztown
c076ff78-9909-4ea8-b8e3-a4d4bd8ed9ec,2024-11-04,2c82bd90-c0c6-4dd3-a8c8-ff46548e5119,49.0,Feminino,Biquíni,3,103.47,
cdf4edf5-f8e4-4f7e-ab3e-1ff6acc07354,2024-10-27,347df117-651c-4ba1-9ad4-24997aad766f,,Outro,Protetor Solar,2,183.19,North Aliciafort
23ef6093-7673-4c7f-9570-94cce7451ba3,2024-03-31,c8855672-10c3-4c41-a1e0-01739280f0c0,63.0,Feminino,Rasteirinha,1,119.28,Russellbury
0589af2b-eb3d-4959-8738-bfaf40fbdd0c,2024-06-25,6cc1cfb4-7647-49c7-ae4d-f2a4de123271,38.0,Outro,Rasteirinha,2,45.31,East Marcusland
f8f0f123-adea-4979-8259-26be69472691,2025-01-07,36c9f68f-67b0-494d-8cfa-2500817ee0d4,39.0,Feminino,Toalha de Praia,100,29.07,
24b19dd1-3390-4bc0-be0e-625b544310a3,2024-02-26,5d674e80-d14b-4e37-a6b9-4deb89f9d9ff,,Outro,Rasteirinha,1,80.75,South Heather
52beb024-f2d0-4a8a-91c1-180a4e052246,2023-10-27,74aa5871-be61-4d9e-a238-d9b7fc1ba53c,50.0,Outro,Óculos de Sol,5,123.69,Lake Deborahfort
f0691dcf-c45e-45be-b823-22eed5fd5e24,2025-04-03,ce268bb7-ce11-4377-a417-1c452860441a,,Masculino,Protetor Solar,3,98.42,Strongland
0e49a0ab-b3bc-476c-aebd-d177b2f3be28,2024-12-12,2c228fca-efd5-4fab-a9b1-9cfbc8a26b85,,Feminino,Toalha de Praia,3,195.65,New Sharon
4901f6e4-8cc6-4a3a-9c1a-e0a8d263324b,2023-05-14,1ef26aa8-74cb-432e-a6b0-f35b08954b01,37.0,Outro,Protetor Solar,4,90.79,
79ba25d9-6a09-4a90-b9bb-8e44b39f66f0,2025-01-28,f3bd4bc1-fbec-4d2b-80c8-1e17578eb9ac,42.0,,Canga,1,17.97,Barrychester
28b5d09e-cabd-4b0f-b80e-14dcd47842a9,2023-07-04,b00addfb-9779-4cf8-bd5b-54e256f5f6a3,,,Óculos de Sol,3,113.54,
446f8d15-21b3-4147-8452-c52c461ecacc,2024-06-20,e4e4fec2-6f26-4ddd-a5ae-fb7585cc0a38,,Feminino,Chapéu,5,152.17,Fergusonberg
e7a94741-02ab-4114-b176-da0092bdafb6,2024-09-14,8369ee86-bf23-4559-b642-533de5988ec4,,Feminino,Toalha de Praia,5,73.66,
12cbff19-1549-441b-a098-fdd4176ae1fc,2023-09-17,1684df85-b967-405a-b073-3c94cbdc6cb7,,,Canga,2,36.25,
4be58c0a-d9c6-4ad9-878e-14ffd906822f,2024-05-19,588afbce-ef5c-44be-9f20-e05259750cda,,Outro,Óculos de Sol,3,117.98,
1f579a52-4bbc-45ce-bea9-fd59b729347b,2023-09-01,0db4d48a-3201-44ba-bec6-48072a947e42,29.0,,Biquíni,100,96.23,North Henryside
a00c5741-ea02-40aa-b12a-7e2744a871a2,2023-12-02,7f35e1ed-306e-4842-9e61-f648bed488d2,18.0,,Toalha de Praia,2,70.14,
bcd92ad0-add9-4de7-aff7-7c69746701c4,2023-11-13,fa8693ec-aaca-4377-a319-cc2ce2290922,16.0,Outro,Biquíni,2,195.74,
0c5b1c5b-0a81-46e5-912c-d3ee6d329669,2025-01-10,82ed82cc-e8c0-419e-9cd9-057a332ff387,20.0,Masculino,Rasteirinha,2,57.89,Richardsonmouth
de3aca62-8c78-4261-837e-ea577a326828,2024-03-21,bf0754f1-16bf-4ceb-b8d1-d8dab13d302d,,,Canga,2,95.63,
8447d92d-9ec9-4715-b306-b88f491abf32,2024-02-07,686a2b5d-a67b-4284-b354-42ab7b5e3032,29.0,,Biquíni,100,52.92,Davidtown
cf9a7a4e-3df6-4729-ada4-44b1fbea39df,2023-09-18,be4a5e52-3016-4e80-a275-a8f1d31c3c16,54.0,Masculino,Rasteirinha,100,96.63,Lake Christopherchester
600213d0-f5e4-4ffa-9e28-7deb23d7eb37,2024-05-28,934a314f-bdfa-4cb1-b55d-30b2ba9cc894,42.0,Masculino,Toalha de Praia,100,112.81,
0064c830-2e10-4f85-8a1c-73e71c5c642e,2025-02-27,2286fb6f-1b38-46fe-b171-cc5187de2b30,24.0,Feminino,Óculos de Sol,1,79.76,East Mathew
bb962945-d43f-48de-b3a2-2adb81efeb2b,2023-06-07,9bfaa2f4-2b10-411f-b569-593a8e8885b3,30.0,Outro,Rasteirinha,1,98.32,
138b0526-2c5f-45d0-a059-35ab4b091dba,2023-06-23,ce283fe1-3e72-40fe-94c4-06934dc2acde,30.0,Outro,Biquíni,5,70.4,
6d5097b7-8ad9-44ff-8927-4a2fcbca7b4c,2025-03-15,b30ea032-db57-4996-90b2-b3849590eb90,41.0,Feminino,Protetor Solar,1,153.29,Tiffanyton
d7ecb7c3-cb4a-43db-b6f6-b57626d254b2,2023-04-27,23355d9d-98f3-4a5b-8533-267fdc20d8c1,57.0,Masculino,Biquíni,2,141.36,
2e2bef9a-1035-4217-8007-c1448b5e4823,2024-07-28,e2f502de-ed28-4750-8123-d99fc0f5fbdd,28.0,Outro,Biquíni,5,79.08,
bb10dd92-137b-4fab-9e64-af41ba304416,2025-03-02,65f4f52b-bbb3-402f-ae82-4faf6b4437b0,,Outro,Sunga,3,136.1,
